Subject,Session,SleepStage,Phi_,Phi_z
12,31,1,24427.4779388438,0.908911178042179
12,31,2,28750.5328702004,1.06424920801186
12,31,3,28739.1164401225,1.06562578005196
12,31,4,22440.8497812083,0.853552703423095
12,32,0,25125.7227521287,0.93228909712047
12,32,1,25249.188059184,0.949087043060193
12,32,2,25243.939571674,0.941802861040544
12,32,4,19327.7854481725,0.723495496623367
13,33,0,38684.0826176176,1.44372889936229
13,33,1,32812.3850201476,1.23076682209566
13,33,2,36499.2765727311,1.35821223975168
13,33,3,39770.6892281859,1.47838894764328
13,33,4,28315.7446493837,1.05010343580967
13,34,0,32660.4188428833,1.21076025742766
13,34,1,30587.8256254167,1.1531162365915
13,34,2,30194.4463153845,1.12590737475898
13,34,3,19646.0574961845,0.722992350757538
13,34,4,27836.3105153073,1.03752561995899
13,35,0,35259.2107626181,1.31250670705287
13,35,1,34101.1879337,1.31335783954816
13,35,2,31554.8259329973,1.1758503758229
13,35,3,29187.1926272391,1.08957045772002
13,35,4,27177.6702229137,1.00874678517796
13,36,0,36312.1608231667,1.32566013939806
13,36,1,36933.6129150397,1.37679774545076
13,36,2,37731.6068839793,1.40468952679864
13,36,3,29917.7060622083,1.05742769571788
13,36,4,32881.1534645133,1.22138072955991
14,37,0,24306.0695284569,0.908130005741788
14,37,1,29636.824046213,1.11059890501981
14,37,2,28738.7661826932,1.06936900601337
14,37,3,18993.1811746667,0.711096064045315
14,37,4,30727.1294534095,1.14300612046564
14,38,0,24496.6459895363,0.909409670242972
14,38,1,21929.7525951136,0.826997585908902
14,38,2,23066.6819850254,0.860362267598892
14,38,3,7211.00944658333,0.304547726352238
14,38,4,25036.4016178475,0.933973415720749
14,39,0,27000.6070516179,1.01417836227953
14,39,1,32626.1993927105,1.20997216136081
14,39,2,24408.4069283561,0.903704860515045
14,39,3,25544.4937692895,0.960019928471284
14,39,4,27774.4986141933,1.03173189885555
14,40,0,24037.8320379667,0.898476390906554
14,40,1,26187.0036578577,0.974409245382789
14,40,2,28516.7709050278,1.06162698863093
14,40,3,36959.6236387083,1.38165557389234
14,40,4,25441.4904235479,0.951952725596447
15,41,0,25237.4619797519,0.942613034335536
15,41,1,24206.0793888229,0.899904109378955
15,41,2,21676.1416942435,0.807550405424524
15,41,3,20393.0479508036,0.757758851958617
15,41,4,24829.4862958889,0.919721824917079
15,42,0,22479.8864221046,0.832081678261965
15,42,1,21270.5516591158,0.79228848139809
15,42,2,19690.2810724548,0.732919284581091
15,42,4,22332.8791673782,0.840724076208355
